Datazone 2011,All households,Unshared dwelling: Total,Unshared dwelling: Whole house or bungalow,Unshared dwelling: Whole house or bungalow: Detached,Unshared dwelling: Whole house or bungalow: Semi-detached,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace),"Unshared dwelling: Flat, maisonette or apartment","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Unshared dwelling: Flat, maisonette or apartment: In a commercial building",Unshared dwelling: Caravan or other mobile or temporary structure,Shared dwelling
S01008015,437,437,118,9,65,44,319,317,1,1,0,0
S01008016,433,433,113,12,83,18,319,316,2,1,1,0
S01008017,375,375,354,132,192,30,21,17,4,0,0,0
S01008018,308,308,199,115,78,6,109,109,0,0,0,0
S01008019,271,271,197,52,114,31,74,54,20,0,0,0
S01008020,313,313,121,36,80,5,192,191,1,0,0,0
S01008021,244,244,214,76,134,4,30,22,7,1,0,0
S01008022,286,286,274,144,128,2,12,12,0,0,0,0
S01008023,246,246,243,212,28,3,3,3,0,0,0,0
S01008024,224,224,212,156,48,8,12,12,0,0,0,0
S01008025,283,283,272,75,189,8,11,11,0,0,0,0
S01008026,466,466,319,62,140,117,147,139,5,3,0,0
S01008027,259,259,162,25,56,81,97,95,2,0,0,0
S01008028,239,239,203,51,95,57,36,35,0,1,0,0
S01008029,345,345,277,149,104,24,56,36,20,0,12,0
S01008030,476,476,412,182,156,74,64,62,2,0,0,0
S01008031,403,403,297,59,109,129,106,100,2,4,0,0
S01008032,377,377,370,62,181,127,7,7,0,0,0,0
S01008033,269,269,266,202,41,23,3,1,2,0,0,0
S01008034,271,271,236,163,39,34,35,35,0,0,0,0
S01008035,281,281,249,100,63,86,32,32,0,0,0,0
S01008036,246,246,244,91,131,22,2,2,0,0,0,0
S01008037,421,421,316,12,169,135,105,104,0,1,0,0
S01008038,303,303,262,8,93,161,41,41,0,0,0,0
S01008039,363,363,269,21,174,74,94,93,1,0,0,0
S01008040,332,332,329,106,127,96,3,1,1,1,0,0
S01008041,354,354,173,24,88,61,181,174,7,0,0,0
S01008042,280,280,171,116,46,9,109,95,9,5,0,0
S01008043,398,398,372,161,202,9,26,26,0,0,0,0
S01008044,431,431,306,118,146,42,125,125,0,0,0,0
S01008045,449,449,284,193,48,43,162,157,5,0,3,0
S01008046,527,527,175,25,106,44,352,338,5,9,0,0
S01008047,292,292,283,150,103,30,9,9,0,0,0,0
S01008048,238,238,235,164,63,8,3,2,0,1,0,0
S01008049,357,357,342,156,176,10,15,14,1,0,0,0
S01008050,245,245,205,170,28,7,40,40,0,0,0,0
S01008051,328,328,324,51,272,1,4,2,2,0,0,0
S01008052,337,337,331,180,149,2,6,5,1,0,0,0
S01008053,263,263,208,99,105,4,55,52,2,1,0,0
S01008054,361,361,196,123,42,31,165,148,12,5,0,0
S01008055,384,384,381,305,74,2,3,1,2,0,0,0
S01008056,332,332,239,150,85,4,93,79,14,0,0,0
S01008057,400,400,304,206,56,42,96,94,0,2,0,0
S01008058,304,304,258,239,16,3,46,45,1,0,0,0
S01008059,260,260,256,114,124,18,4,4,0,0,0,0
S01008060,326,326,321,176,106,39,5,5,0,0,0,0
S01008061,283,283,225,94,84,47,58,57,1,0,0,0
S01008062,371,371,367,22,196,149,4,4,0,0,0,0
S01008063,381,381,337,160,154,23,44,42,0,2,0,0
S01008064,296,296,162,30,80,52,134,133,1,0,0,0
S01008065,348,348,343,200,126,17,5,5,0,0,0,0
S01008066,326,326,319,173,142,4,7,1,6,0,0,0
S01008067,257,257,208,105,60,43,49,31,18,0,0,0
S01008068,384,384,374,163,158,53,10,9,0,1,0,0
S01008069,385,385,373,16,211,146,12,11,0,1,0,0
S01008070,356,356,354,20,168,166,2,2,0,0,0,0
S01008071,287,287,274,13,180,81,13,10,2,1,0,0
S01008072,350,350,113,67,16,30,237,226,11,0,0,0
S01008073,178,175,149,143,4,2,26,25,1,0,0,3
S01008074,378,378,374,232,114,28,4,4,0,0,0,0
S01008075,246,246,244,213,21,10,1,0,1,0,1,0
S01008076,301,301,161,129,10,22,140,140,0,0,0,0
S01008077,349,349,255,159,74,22,94,88,6,0,0,0
S01008078,350,350,269,157,108,4,81,78,3,0,0,0
S01008079,341,341,337,252,83,2,4,4,0,0,0,0
S01008080,279,279,257,157,83,17,22,22,0,0,0,0
S01008081,235,235,206,188,16,2,29,29,0,0,0,0
S01008082,328,328,313,150,149,14,15,14,1,0,0,0
S01008083,270,270,267,138,127,2,3,3,0,0,0,0
S01008084,353,353,312,182,63,67,41,39,1,1,0,0
S01008085,339,339,323,257,58,8,16,15,1,0,0,0
S01008086,418,418,365,187,146,32,53,47,4,2,0,0
S01008087,330,330,329,60,267,2,1,0,1,0,0,0
S01008088,398,398,335,134,158,43,63,62,1,0,0,0
S01008089,243,243,241,58,182,1,2,2,0,0,0,0
S01008090,305,305,250,39,207,4,55,55,0,0,0,0
S01008091,146,146,144,57,72,15,2,2,0,0,0,0
S01008092,368,368,365,153,211,1,3,2,0,1,0,0
S01008093,331,331,310,65,243,2,21,20,1,0,0,0
S01008094,257,257,255,137,104,14,2,2,0,0,0,0
S01008095,345,345,272,19,197,56,73,73,0,0,0,0
S01008096,334,334,298,107,163,28,36,36,0,0,0,0
S01008097,281,281,212,79,97,36,69,68,1,0,0,0
S01008098,293,293,291,28,261,2,2,2,0,0,0,0
S01008099,209,209,206,17,99,90,3,3,0,0,0,0
S01008100,401,401,285,192,89,4,116,109,5,2,0,0
S01008101,351,351,222,83,70,69,129,127,2,0,0,0
S01008102,310,310,270,30,160,80,40,39,0,1,0,0
S01008103,338,338,90,17,24,49,248,248,0,0,0,0
S01008104,390,390,249,24,71,154,141,141,0,0,0,0
S01008105,518,518,335,25,116,194,183,183,0,0,0,0
S01008106,371,371,246,22,184,40,99,99,0,0,26,0
S01008107,281,281,243,191,39,13,38,38,0,0,0,0
S01008108,244,244,227,76,135,16,17,17,0,0,0,0
S01008109,332,332,329,81,222,26,3,3,0,0,0,0
S01008110,316,316,310,41,244,25,6,5,0,1,0,0
S01008111,349,349,300,132,163,5,49,46,3,0,0,0
S01008112,322,322,320,84,232,4,2,2,0,0,0,0
S01008113,359,359,301,177,117,7,58,53,1,4,0,0
S01008114,262,262,259,87,170,2,3,2,1,0,0,0
S01008115,368,368,322,85,177,60,46,45,1,0,0,0
S01008116,350,350,342,136,192,14,8,4,4,0,0,0
S01008117,329,329,317,171,99,47,12,12,0,0,0,0
S01008118,361,361,345,84,139,122,16,9,7,0,0,0
S01008119,260,260,215,13,141,61,45,45,0,0,0,0
S01008120,288,288,180,80,77,23,108,97,11,0,0,0
S01008121,269,269,262,159,99,4,7,1,6,0,0,0
S01008122,266,266,206,147,58,1,60,13,46,1,0,0
S01008123,366,366,319,198,92,29,47,24,22,1,0,0
S01008124,306,306,296,125,169,2,10,8,2,0,0,0
S01008125,378,378,298,108,156,34,80,73,7,0,0,0
S01008126,308,308,307,133,170,4,1,1,0,0,0,0
S01008127,194,194,191,63,118,10,3,3,0,0,0,0
S01008128,350,350,324,142,170,12,26,25,1,0,0,0
S01008129,426,424,246,14,190,42,178,175,3,0,0,2
S01008130,462,462,188,25,106,57,274,266,5,3,0,0
S01008131,398,398,137,15,79,43,261,256,0,5,0,0
S01008132,423,423,393,172,211,10,30,23,6,1,0,0
S01008133,338,338,138,70,39,29,200,175,11,14,0,0
S01008134,325,325,94,43,34,17,231,212,14,5,0,0
S01008135,478,478,261,117,54,90,217,209,3,5,0,0
S01008136,448,448,251,14,153,84,197,191,5,1,0,0
S01008137,414,414,134,15,47,72,280,277,3,0,0,0
S01008138,374,374,262,22,146,94,112,111,1,0,0,0
S01008139,393,393,322,13,162,147,71,69,2,0,0,0
S01008140,239,239,113,31,31,51,126,126,0,0,0,0
S01008141,318,318,313,67,236,10,5,5,0,0,0,0
S01008142,293,293,289,61,208,20,4,4,0,0,0,0
S01008143,428,428,303,59,104,140,125,122,2,1,0,0
S01008144,229,229,215,98,114,3,14,14,0,0,0,0
S01008145,328,328,233,30,115,88,95,94,0,1,0,0
S01008146,218,218,136,40,58,38,82,79,1,2,0,0
S01008147,339,339,330,19,84,227,9,9,0,0,0,0
S01008148,328,328,254,64,140,50,74,74,0,0,0,0
S01008149,313,313,232,16,51,165,81,81,0,0,0,0
S01008150,428,428,293,7,22,264,135,135,0,0,0,0
S01008151,321,321,240,19,21,200,81,81,0,0,0,0
S01008152,511,511,395,55,96,244,116,105,11,0,0,0
S01008153,295,295,250,172,73,5,45,45,0,0,0,0
S01008154,355,355,309,141,151,17,46,45,1,0,0,0
S01008155,275,275,251,116,108,27,24,24,0,0,0,0
S01008156,391,391,315,150,79,86,75,71,1,3,1,0
S01008157,293,293,249,109,92,48,44,40,4,0,0,0
S01008158,287,287,265,135,80,50,22,21,0,1,0,0
S01008159,461,461,249,50,99,100,212,206,4,2,0,0
S01008160,397,397,298,34,128,136,99,95,2,2,0,0
S01008161,399,399,374,184,116,74,25,25,0,0,0,0
S01008162,430,430,341,83,114,144,89,82,5,2,0,0
S01008163,327,327,238,28,95,115,89,86,2,1,0,0
S01008164,289,289,132,29,58,45,157,153,2,2,0,0
S01008165,266,266,250,146,44,60,16,14,0,2,0,0
S01008166,226,226,208,5,132,71,18,18,0,0,0,0
S01008167,294,294,187,8,55,124,107,107,0,0,0,0
S01008168,349,349,247,26,122,99,102,101,1,0,0,0
S01008169,320,320,279,17,122,140,41,41,0,0,0,0
S01008170,231,231,207,62,100,45,24,24,0,0,0,0
S01008171,373,373,158,2,79,77,215,213,2,0,0,0
S01008172,250,250,243,6,163,74,7,7,0,0,0,0
S01008173,260,260,256,32,118,106,4,4,0,0,0,0
S01008174,226,226,190,16,87,87,36,36,0,0,0,0
S01008175,378,378,160,12,57,91,218,211,6,1,0,0
S01008176,327,327,185,89,33,63,142,116,26,0,0,0
S01008177,371,371,122,24,49,49,249,244,3,2,0,0
S01008178,278,278,245,49,123,73,33,32,1,0,0,0
S01008179,170,170,165,66,66,33,5,5,0,0,0,0
S01008180,167,167,159,95,58,6,8,6,2,0,0,0
S01008181,284,284,241,65,87,89,43,41,2,0,0,0
S01008182,563,563,90,9,23,58,472,453,14,5,1,0
S01008183,282,282,127,8,20,99,155,150,4,1,0,0
S01008184,481,481,81,15,32,34,400,363,25,12,0,0
S01008185,573,573,68,8,33,27,504,488,13,3,1,0
S01008186,366,366,75,12,17,46,291,263,19,9,0,0
S01008187,284,284,112,17,49,46,172,162,10,0,0,0
S01008188,485,485,84,18,17,49,401,388,7,6,0,0
S01008189,271,271,157,33,60,64,114,114,0,0,0,0
S01008190,365,365,302,11,140,151,63,60,2,1,0,0
S01008191,187,187,167,36,61,70,20,19,0,1,0,0
S01008192,360,360,173,20,64,89,187,170,7,10,0,0
S01008193,327,327,218,40,53,125,109,96,13,0,0,0
S01008194,244,244,141,19,69,53,103,88,13,2,0,0
S01008195,331,331,149,6,66,77,182,182,0,0,0,0
S01008196,333,333,212,8,100,104,121,119,1,1,0,0
S01008197,390,390,273,101,44,128,117,116,1,0,0,0
S01008198,300,300,268,20,103,145,32,30,1,1,0,0
S01008199,298,298,287,13,120,154,11,10,1,0,0,0
S01008200,300,300,243,11,96,136,57,54,2,1,0,0
S01008201,354,354,224,16,91,117,130,115,11,4,0,0
S01008202,261,261,198,34,109,55,63,61,2,0,0,0
S01008203,283,283,80,12,40,28,203,195,6,2,0,0
S01008204,480,480,395,30,237,128,85,83,1,1,0,0
S01008205,276,276,271,15,164,92,5,5,0,0,0,0
S01008206,295,295,233,10,160,63,62,60,1,1,0,0
S01008207,246,246,230,8,78,144,16,16,0,0,0,0
S01008208,344,344,219,94,92,33,125,125,0,0,0,0
S01008209,200,200,176,83,49,44,24,22,2,0,0,0
S01008210,417,417,248,43,44,161,169,161,8,0,0,0
S01008211,420,420,248,37,77,134,172,152,16,4,0,0
S01008212,212,212,210,92,61,57,2,1,0,1,0,0
S01008213,370,370,362,162,91,109,8,7,1,0,0,0
S01008214,354,354,263,79,53,131,91,82,2,7,0,0
S01008215,324,324,274,42,77,155,50,48,2,0,0,0
S01008216,205,205,203,42,121,40,2,2,0,0,0,0
S01008217,226,226,222,113,75,34,2,1,1,0,2,0
S01008218,376,376,363,204,96,63,13,8,5,0,0,0
S01008219,424,424,258,125,63,70,166,132,13,21,0,0
S01008220,223,223,198,25,86,87,25,21,4,0,0,0
S01008221,309,309,78,16,51,11,231,212,3,16,0,0
S01008222,287,287,193,21,148,24,94,93,1,0,0,0
S01008223,280,280,217,15,105,97,63,62,1,0,0,0
S01008224,406,406,391,101,112,178,15,14,0,1,0,0
S01008225,290,290,263,21,76,166,27,27,0,0,0,0
S01008226,379,379,265,23,103,139,114,113,0,1,0,0
S01008227,389,389,288,24,74,190,101,100,1,0,0,0
S01008228,279,279,201,149,31,21,78,69,6,3,0,0
S01008229,300,300,269,16,70,183,31,30,1,0,0,0
S01008230,305,305,284,84,100,100,21,21,0,0,0,0
S01008231,243,243,227,179,28,20,16,15,0,1,0,0
S01008232,259,259,174,114,40,20,85,83,2,0,0,0
S01008233,178,178,162,89,49,24,16,16,0,0,0,0
S01008234,187,187,181,25,129,27,6,5,1,0,0,0
S01008235,368,368,356,32,244,80,12,12,0,0,0,0
S01008236,386,386,314,79,162,73,72,52,18,2,0,0
S01008237,376,376,329,72,126,131,46,45,1,0,1,0
S01008238,341,341,304,27,153,124,37,36,0,1,0,0
S01008239,331,331,326,75,119,132,5,2,1,2,0,0
S01008240,358,358,349,223,109,17,9,4,5,0,0,0
S01008241,271,271,266,195,39,32,5,3,1,1,0,0
S01008242,430,430,421,120,223,78,8,7,0,1,1,0
S01008243,361,361,354,148,112,94,6,4,1,1,1,0
S01008244,255,255,227,80,81,66,28,17,10,1,0,0
S01008245,410,410,393,155,165,73,17,10,6,1,0,0
S01008246,353,353,342,239,86,17,11,2,9,0,0,0
S01008247,319,319,318,153,119,46,1,1,0,0,0,0
S01008248,397,397,372,149,156,67,25,23,2,0,0,0
S01008249,401,401,380,171,134,75,21,12,7,2,0,0
S01008250,447,447,381,245,81,55,49,46,2,1,17,0
S01008251,255,255,251,155,89,7,4,2,2,0,0,0
S01008252,338,338,292,180,103,9,46,44,2,0,0,0
S01008253,370,370,312,17,199,96,58,51,7,0,0,0
S01008254,428,428,350,40,197,113,77,73,3,1,1,0
S01008255,292,292,272,52,121,99,20,12,7,1,0,0
S01008256,361,361,205,24,90,91,156,129,15,12,0,0
S01008257,357,357,159,27,49,83,198,162,18,18,0,0
S01008258,401,401,317,81,163,73,84,81,2,1,0,0
S01008259,376,373,259,68,102,89,114,73,18,23,0,3
S01008260,355,355,249,35,90,124,106,93,13,0,0,0
S01008261,368,368,362,18,106,238,6,6,0,0,0,0
S01008262,252,252,246,104,102,40,6,2,4,0,0,0
S01008263,284,284,183,68,76,39,100,80,13,7,1,0
S01008264,330,330,279,47,143,89,51,47,3,1,0,0
S01008265,332,332,283,155,74,54,49,40,8,1,0,0
S01008266,319,319,291,171,88,32,28,14,14,0,0,0
S01008267,350,350,332,140,144,48,18,10,7,1,0,0
S01008268,355,355,191,129,45,17,164,56,107,1,0,0
S01008269,400,400,273,207,34,32,127,108,19,0,0,0
S01008270,394,394,211,122,51,38,183,142,39,2,0,0
S01008271,386,386,102,31,22,49,284,222,32,30,0,0
S01008272,414,414,348,200,80,68,66,62,4,0,0,0
S01008273,346,346,287,168,61,58,59,29,30,0,0,0
S01008274,322,322,249,24,107,118,73,70,2,1,0,0
S01008275,258,258,137,56,49,32,121,72,49,0,0,0
S01008276,199,199,174,131,21,22,25,23,2,0,0,0
S01008277,213,213,208,97,52,59,5,2,3,0,0,0
S01008278,334,334,315,192,60,63,18,9,9,0,1,0
S01008279,331,331,268,75,120,73,63,50,13,0,0,0
S01008280,425,425,343,148,101,94,82,46,32,4,0,0
S01008281,316,316,299,132,98,69,17,10,5,2,0,0
S01008282,299,299,282,128,96,58,10,5,5,0,7,0
S01008283,184,184,176,109,36,31,8,7,1,0,0,0
S01008284,348,348,340,135,171,34,7,3,4,0,1,0
S01008285,355,355,190,38,133,19,165,162,1,2,0,0
S01008286,303,303,253,50,117,86,50,47,2,1,0,0
S01008287,311,311,237,88,67,82,74,64,10,0,0,0
S01008288,413,413,222,64,124,34,191,151,22,18,0,0
S01008289,319,319,133,9,43,81,186,156,20,10,0,0
S01008290,397,397,192,51,53,88,205,162,34,9,0,0
S01008291,369,369,261,178,76,7,108,107,0,1,0,0
S01008292,310,310,249,63,169,17,61,60,0,1,0,0
S01008293,199,199,197,175,21,1,2,0,0,2,0,0
S01008294,326,326,318,193,113,12,8,7,0,1,0,0
S01008295,380,380,347,70,174,103,32,32,0,0,1,0
S01008296,320,320,251,44,102,105,68,65,2,1,1,0
S01008297,295,295,258,151,63,44,37,37,0,0,0,0
S01008298,303,303,251,63,63,125,30,25,3,2,22,0
S01008299,370,370,164,39,87,38,206,195,3,8,0,0
S01008300,377,377,224,55,132,37,153,152,0,1,0,0
S01008301,316,316,294,91,144,59,21,21,0,0,1,0
S01008302,300,300,296,172,90,34,4,2,1,1,0,0
S01008303,272,272,119,62,29,28,153,151,2,0,0,0
S01008304,212,212,124,74,46,4,88,81,7,0,0,0
S01008305,315,315,298,70,193,35,17,16,1,0,0,0
S01008306,239,239,223,17,191,15,16,13,3,0,0,0
S01008307,216,216,187,73,71,43,28,28,0,0,1,0
S01008308,238,238,233,142,88,3,5,3,1,1,0,0
S01008309,372,372,119,37,46,36,253,223,18,12,0,0
S01008310,467,467,262,54,157,51,205,201,0,4,0,0
S01008311,172,172,111,16,57,38,61,61,0,0,0,0
S01008312,171,171,98,36,51,11,73,71,2,0,0,0
S01008313,403,403,191,37,62,92,212,207,4,1,0,0
S01008314,311,311,68,9,19,40,242,236,0,6,1,0
S01008315,450,450,67,16,18,33,383,370,5,8,0,0
S01008316,265,265,166,16,105,45,99,98,1,0,0,0
S01008317,316,316,182,34,131,17,134,127,7,0,0,0
S01008318,368,368,335,149,132,54,33,30,3,0,0,0
S01008319,373,373,159,42,94,23,214,213,0,1,0,0
S01008320,308,308,243,87,138,18,65,59,6,0,0,0
S01008321,195,195,193,87,97,9,2,2,0,0,0,0
S01008322,501,497,267,51,131,85,230,229,0,1,0,4
S01008323,324,324,198,13,92,93,126,125,0,1,0,0
S01008324,254,254,207,18,144,45,47,46,0,1,0,0
S01008325,291,291,242,14,143,85,49,48,1,0,0,0
S01008326,455,455,281,16,136,129,174,174,0,0,0,0
S01008327,386,386,342,23,201,118,44,43,1,0,0,0
S01008328,242,242,230,93,119,18,12,9,2,1,0,0
S01008329,291,291,284,178,102,4,7,7,0,0,0,0
S01008330,290,290,285,132,147,6,5,5,0,0,0,0
S01008331,246,246,199,69,52,78,47,47,0,0,0,0
S01008332,378,378,275,211,25,39,103,98,3,2,0,0
S01008333,454,454,313,187,95,31,141,140,1,0,0,0
S01008334,321,321,186,78,95,13,135,135,0,0,0,0
S01008335,330,330,215,95,84,36,115,115,0,0,0,0
S01008336,268,268,183,68,43,72,85,85,0,0,0,0
S01008337,365,365,297,132,44,121,67,67,0,0,1,0
S01008338,262,262,254,173,77,4,8,8,0,0,0,0
S01008339,227,227,221,98,91,32,6,5,1,0,0,0
S01008340,313,313,283,143,85,55,30,28,2,0,0,0
S01008341,204,204,203,193,6,4,1,1,0,0,0,0
S01008342,327,325,263,79,140,44,62,57,5,0,0,2
S01008343,328,328,310,238,70,2,18,16,2,0,0,0
S01008344,355,355,239,195,38,6,116,112,4,0,0,0
S01008345,350,350,315,277,27,11,35,33,2,0,0,0
S01008346,359,359,349,278,69,2,10,9,0,1,0,0
S01008347,489,489,246,173,61,12,243,234,5,4,0,0
S01008348,326,326,204,149,51,4,122,122,0,0,0,0
S01008349,313,313,220,199,13,8,93,92,1,0,0,0
S01008350,257,257,219,201,16,2,38,35,2,1,0,0
S01008351,347,347,298,211,45,42,48,48,0,0,1,0
S01008352,248,248,244,220,23,1,4,3,1,0,0,0
S01008353,198,198,141,116,24,1,57,57,0,0,0,0
S01008354,286,286,264,174,52,38,22,20,0,2,0,0
S01008355,299,299,232,32,113,87,67,53,14,0,0,0
S01008356,259,259,233,23,49,161,26,10,15,1,0,0
S01008357,296,296,223,101,51,71,73,71,0,2,0,0
S01008358,346,346,276,51,107,118,70,65,3,2,0,0
S01008359,250,250,209,72,124,13,41,39,2,0,0,0
S01008360,319,319,289,168,59,62,30,30,0,0,0,0
S01008361,201,201,195,50,117,28,5,3,1,1,1,0
S01008362,409,409,347,88,217,42,62,56,4,2,0,0
S01008363,320,320,302,149,53,100,18,18,0,0,0,0
S01008364,322,322,237,130,67,40,85,83,0,2,0,0
S01008365,288,288,258,212,43,3,30,26,4,0,0,0
S01008366,424,424,296,40,136,120,128,127,0,1,0,0
S01008367,368,368,198,29,80,89,170,158,5,7,0,0
S01008368,311,311,190,41,88,61,121,120,1,0,0,0
S01008369,235,235,205,41,69,95,30,29,1,0,0,0
S01008370,300,300,174,70,43,61,126,118,7,1,0,0
S01008371,302,302,301,150,55,96,1,1,0,0,0,0
S01008372,288,288,285,60,120,105,3,2,1,0,0,0
S01008373,269,269,267,81,178,8,2,2,0,0,0,0
S01008374,264,264,223,72,138,13,41,37,0,4,0,0
S01008375,285,285,283,151,116,16,2,2,0,0,0,0
S01008376,212,212,143,46,67,30,69,66,3,0,0,0
S01008377,291,291,228,22,116,90,62,54,7,1,1,0
S01008378,421,421,306,84,176,46,115,109,5,1,0,0
S01008379,206,206,203,156,40,7,3,3,0,0,0,0
S01008380,238,238,236,64,169,3,2,2,0,0,0,0
S01008381,229,229,229,16,206,7,0,0,0,0,0,0
S01008382,248,248,243,20,184,39,5,4,0,1,0,0
S01008383,181,181,166,39,91,36,15,15,0,0,0,0
S01008384,387,387,383,103,84,196,4,4,0,0,0,0
S01008385,252,252,243,166,62,15,9,9,0,0,0,0
S01008386,337,337,333,8,110,215,4,4,0,0,0,0
S01008387,241,241,234,3,70,161,7,6,0,1,0,0
S01008388,243,243,239,7,39,193,4,3,1,0,0,0
S01008389,312,312,188,62,45,81,124,119,5,0,0,0
S01008390,255,255,252,129,117,6,3,2,0,1,0,0
S01008391,349,349,191,66,38,87,158,149,4,5,0,0
S01008392,330,330,273,21,79,173,57,50,7,0,0,0
S01008393,369,369,217,15,31,171,152,151,1,0,0,0
S01008394,276,276,273,67,32,174,3,3,0,0,0,0
S01008395,189,189,177,25,92,60,12,11,1,0,0,0
S01008396,303,303,157,30,123,4,146,145,1,0,0,0
S01008397,346,346,340,141,151,48,6,2,4,0,0,0
S01008398,238,238,199,53,101,45,39,36,3,0,0,0
S01008399,257,257,155,51,56,48,102,100,0,2,0,0
S01008400,261,261,238,35,199,4,23,23,0,0,0,0
S01008401,404,404,317,45,240,32,87,85,2,0,0,0
S01008402,415,415,301,192,107,2,114,110,4,0,0,0
S01008403,218,218,215,146,67,2,3,2,0,1,0,0
S01008404,349,349,297,133,95,69,52,51,1,0,0,0
S01008405,266,266,235,86,118,31,30,30,0,0,1,0
S01008406,451,451,226,52,131,43,225,215,9,1,0,0
S01008407,284,284,150,53,84,13,134,126,7,1,0,0
S01008408,265,265,242,10,193,39,23,22,1,0,0,0
S01008409,390,390,254,16,172,66,136,123,11,2,0,0
S01008410,269,269,208,44,97,67,61,60,1,0,0,0
S01008411,247,247,180,13,136,31,67,65,2,0,0,0
S01008412,274,274,223,77,83,63,51,51,0,0,0,0
S01008413,222,222,157,43,58,56,65,62,2,1,0,0
S01008414,152,152,149,41,104,4,3,3,0,0,0,0
S01008415,347,347,228,14,192,22,119,118,1,0,0,0
S01008416,437,437,217,11,146,60,220,217,3,0,0,0
S01008417,299,299,241,154,80,7,58,54,4,0,0,0
S01008418,312,312,191,93,88,10,120,118,1,1,1,0
S01008419,193,193,131,94,30,7,62,58,4,0,0,0
S01008420,190,190,159,73,72,14,31,31,0,0,0,0
S01008421,394,394,288,23,74,191,106,97,5,4,0,0
S01008422,241,241,217,165,33,19,24,24,0,0,0,0
S01008423,398,398,360,288,43,29,38,37,0,1,0,0
S01008424,338,338,332,305,19,8,6,3,2,1,0,0
S01008425,409,409,401,82,246,73,8,7,1,0,0,0
S01008426,264,264,257,8,113,136,7,7,0,0,0,0
S01008427,397,397,390,99,232,59,7,7,0,0,0,0
S01008428,316,316,238,52,115,71,78,77,0,1,0,0
S01008429,352,352,342,132,175,35,10,6,2,2,0,0
S01008430,276,276,239,104,89,46,37,35,1,1,0,0
S01008431,352,352,306,119,184,3,46,46,0,0,0,0
S01008432,293,293,267,134,122,11,26,20,6,0,0,0
S01008433,348,348,324,51,211,62,24,23,1,0,0,0
S01008434,322,322,307,72,208,27,15,15,0,0,0,0
S01008435,301,301,297,104,175,18,4,4,0,0,0,0
S01008436,356,356,252,107,114,31,104,96,7,1,0,0
S01008437,367,367,189,76,50,63,178,152,20,6,0,0
S01008438,189,189,146,71,40,35,43,40,3,0,0,0
S01008439,434,434,386,245,80,61,48,45,2,1,0,0
S01008440,403,403,352,249,68,35,51,36,15,0,0,0
S01008441,186,186,182,90,62,30,4,4,0,0,0,0
S01008442,303,303,176,75,61,40,127,112,11,4,0,0
S01008443,252,252,215,169,34,12,37,31,6,0,0,0
S01008444,260,260,195,74,74,47,65,61,4,0,0,0
S01008445,403,403,209,54,137,18,194,170,24,0,0,0
S01008446,323,323,305,147,150,8,18,16,2,0,0,0
S01008447,286,286,235,126,94,15,51,47,4,0,0,0
S01008448,315,315,262,198,57,7,53,51,2,0,0,0
S01008449,351,351,116,11,56,49,235,232,3,0,0,0
S01008450,256,256,30,5,22,3,225,224,1,0,1,0
S01008451,325,325,47,6,21,20,278,276,2,0,0,0
S01008452,271,271,19,2,10,7,252,248,4,0,0,0
S01008453,215,211,22,3,6,13,189,188,1,0,0,4
S01008454,393,393,198,14,82,102,195,193,2,0,0,0
S01008455,501,501,12,2,4,6,489,486,2,1,0,0
S01008456,528,526,17,5,7,5,509,507,1,1,0,2
S01008457,353,353,18,3,11,4,335,333,2,0,0,0
S01008458,428,428,192,13,86,93,236,234,1,1,0,0
S01008459,393,393,29,3,17,9,364,363,1,0,0,0
S01008460,368,366,54,5,19,30,312,312,0,0,0,2
S01008461,450,450,56,10,18,28,394,388,6,0,0,0
S01008462,349,349,58,5,19,34,291,290,1,0,0,0
S01008463,355,355,36,7,20,9,319,318,1,0,0,0
S01008464,413,413,62,3,27,32,351,350,0,1,0,0
S01008465,346,346,71,2,40,29,275,270,5,0,0,0
S01008466,318,318,63,3,31,29,255,250,4,1,0,0
S01008467,330,330,68,3,34,31,262,261,1,0,0,0
S01008468,232,232,79,1,27,51,152,150,2,0,1,0
S01008469,229,229,172,27,68,77,57,55,2,0,0,0
S01008470,298,298,144,13,51,80,154,152,1,1,0,0
S01008471,347,347,60,7,28,25,287,287,0,0,0,0
S01008472,277,277,147,16,66,65,130,129,1,0,0,0
S01008473,307,307,125,7,66,52,182,176,2,4,0,0
S01008474,440,440,82,7,38,37,358,357,0,1,0,0
S01008475,327,327,42,1,10,31,285,283,1,1,0,0
S01008476,406,406,25,1,8,16,381,380,1,0,0,0
S01008477,465,465,28,1,9,18,437,435,2,0,0,0
S01008478,439,439,30,5,11,14,409,405,3,1,0,0
S01008479,407,407,43,6,12,25,364,363,1,0,0,0
S01008480,279,279,82,5,48,29,197,196,1,0,0,0
S01008481,373,373,289,22,120,147,84,81,3,0,0,0
S01008482,316,316,179,12,55,112,137,136,0,1,0,0
S01008483,327,327,80,9,13,58,247,246,0,1,0,0
S01008484,342,342,184,42,112,30,158,157,1,0,0,0
S01008485,408,408,253,5,148,100,155,154,1,0,0,0
S01008486,459,459,205,20,83,102,254,251,3,0,0,0
