table_2025-11-20_14-28-03
SuperWEB2(tm),,,,,,,,,,,
,,,,,,,,,,,
housedhold2022ReadOnly,,,,,,,,,,,
Scotland's Census 2022 - National Records of Scotland Table UV402 - Accommodation type - Households All occupied households,,,,,,,,,,,
Intermediate Zone - Data Zone 2011 by Type of accomodation,,,,,,,,,,,
Counting: Households,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
Default Summation,Households,,,,,,,,,,
Percentage: Row,,,,,,,,,,,
,,,,,,,,,,,
Type of accomodation,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure,
Intermediate Zone - Data Zone 2011,,,,,,,,,,,
S01006715,100,74.5283019,2.3584906,33.9622642,40.0943396,25.4716981,24.0566038,1.4150943,0,0,
S01006716,100,88.8888889,4.7008547,50.8547009,34.1880342,11.1111111,11.965812,0.4273504,0.4273504,0,
S01006717,100,87.3239437,1.8779343,24.4131455,61.0328638,12.6760563,11.971831,0.2347418,0.7042254,0,
S01006718,100,91.4634146,4.0650407,74.3902439,15.0406504,6.504065,6.504065,0.8130081,0,0,
S01006719,100,94.3850267,2.9411765,41.4438503,49.197861,5.6149733,5.0802139,0.5347594,0,0,
S01006720,100,95.3488372,2.3255814,35.6589147,56.2015504,4.6511628,3.875969,1.1627907,1.5503876,0,
S01006721,100,91.1242604,4.1420118,36.0946746,51.183432,8.5798817,7.6923077,0.887574,0,0,
S01006722,100,89.7610922,2.3890785,29.6928328,56.996587,10.9215017,10.9215017,0,0,0,
S01006723,100,96.3636364,3.2727273,38.9090909,54.1818182,3.6363636,1.4545455,1.8181818,0,0,
S01006724,100,44.9044586,1.910828,23.566879,19.1082803,55.0955414,53.8216561,1.2738854,0,0,
S01006725,100,88.3895131,2.247191,34.8314607,52.8089888,10.8614232,10.4868914,0.7490637,0,0,
S01006726,100,28.2442748,2.2900763,19.0839695,5.3435115,73.2824427,71.7557252,1.1450382,0.3816794,0,
S01006727,100,33.0490405,2.9850746,17.2707889,13.6460554,66.9509595,65.4584222,0.8528785,0,0,
S01006728,100,68.2779456,2.4169184,31.4199396,35.0453172,32.326284,31.4199396,0.3021148,0.3021148,0,
S01006729,100,33.2568807,1.8348624,25.9174312,5.5045872,66.7431193,65.5963303,1.146789,0,0,
S01006730,100,83.8345865,3.3834586,19.1729323,59.3984962,16.1654135,15.7894737,0.7518797,0,0,
S01006731,100,66.6666667,1.9157088,14.1762452,50.5747126,33.3333333,32.9501916,0.7662835,0,0,
S01006732,100,73.7127371,42.2764228,15.0406504,16.395664,26.1517615,25.6097561,0.2710027,0.2710027,0.1355014,
S01006733,100,98.7616099,78.0185759,19.504644,1.2383901,1.2383901,1.2383901,0,0,0,
S01006734,100,95.2112676,56.6197183,36.056338,2.5352113,4.7887324,4.7887324,0,0,0,
S01006735,100,97.1193416,73.2510288,14.8148148,9.0534979,2.8806584,2.4691358,0.4115226,0,0,
S01006736,100,97.9848866,51.8891688,42.0654912,4.0302267,2.0151134,1.7632242,0.2518892,0,0,
S01006737,100,93.7791602,38.4136858,30.7931571,24.5723173,6.5318818,5.4432348,0.311042,0,0,
S01006738,100,24.797219,4.7508691,7.6477404,12.3986095,73.580533,70.6836616,2.7809965,0.1158749,1.622248,
S01006739,100,59.1133005,11.9458128,16.1330049,31.0344828,39.5320197,38.546798,1.4778325,0,0.862069,
S01006740,100,87.8419453,3.6474164,40.7294833,44.3768997,12.4620061,12.4620061,0,0,0,
S01006741,100,94.3452381,3.5714286,18.452381,72.3214286,5.6547619,5.0595238,0.297619,0,0,
S01006742,100,96.0352423,3.9647577,13.215859,78.4140969,3.9647577,2.2026432,2.2026432,0,0,
S01006743,100,70.2272727,19.3181818,34.0909091,16.8181818,30.4545455,28.8636364,1.3636364,0.2272727,0,
S01006744,100,43.2989691,6.5292096,18.2130584,18.556701,56.7010309,43.9862543,12.7147766,0,0,
S01006745,100,40.3887689,7.3434125,16.6306695,17.2786177,59.6112311,56.1555076,3.2397408,0.2159827,0,
S01006746,100,85.7881137,4.1343669,58.3979328,23.255814,14.2118863,13.1782946,1.0335917,0,0,
S01006747,100,93.9958592,17.3913043,63.9751553,12.0082816,6.0041408,4.7619048,0.621118,0.4140787,0,
S01006748,100,54.2351454,21.4917826,17.193426,15.0442478,46.1441214,44.5006321,0.7585335,0.7585335,0.2528445,
S01006749,100,69.0997567,9.7323601,29.6836983,29.6836983,30.9002433,30.4136253,0.486618,0,0,
S01006750,100,78.8732394,8.4507042,43.3098592,28.1690141,21.1267606,20.4225352,0,0,0,
S01006751,100,78.974359,12.8205128,42.5641026,20,21.5384615,20.5128205,1.025641,0,0,
S01006752,100,74.8484848,3.030303,43.3333333,27.2727273,26.969697,25.7575758,0.3030303,0,0,
S01006753,100,75.7847534,28.2511211,37.8923767,10.5381166,23.5426009,21.5246637,1.793722,0.2242152,0,
S01006754,100,83.0808081,30.3030303,45.2020202,7.8282828,17.4242424,16.6666667,0.5050505,0,0,
S01006755,100,80.3333333,41,32.6666667,6.6666667,19.3333333,19.3333333,0,0,0.3333333,
S01006756,100,47.5,25,7.5,15,51.0714286,51.0714286,1.4285714,0,0,
S01006757,100,84.502924,19.8830409,53.8011696,9.6491228,15.497076,14.9122807,0,0,0,
S01006758,100,77.9220779,31.8181818,41.5584416,4.2207792,21.7532468,21.4285714,0,0,0,
S01006759,100,92.7125506,45.7489879,43.3198381,2.4291498,6.8825911,6.4777328,0.4048583,0,0.8097166,
S01006760,100,80.4780876,12.749004,29.4820717,37.0517928,20.7171315,19.123506,1.1952191,0.3984064,0,
S01006761,100,82.2822823,30.03003,44.1441441,8.1081081,17.7177177,16.8168168,1.2012012,0,0,
S01006762,100,88.8590604,30.2013423,42.0134228,16.2416107,11.409396,10.8724832,0.5369128,0,0.2684564,
S01006763,100,95.3216374,15.497076,48.245614,31.5789474,3.8011696,2.9239766,0.5847953,0,0,
S01006764,100,88.7608069,10.9510086,53.314121,22.4783862,12.3919308,11.5273775,0.8645533,0,0,
S01006765,100,74.0072202,16.6064982,44.4043321,12.9963899,25.9927798,24.5487365,0.3610108,0,0,
S01006766,100,94.5147679,64.1350211,19.8312236,10.5485232,3.7974684,3.7974684,0,0,0,
S01006767,100,97.1929825,29.8245614,31.2280702,35.7894737,2.4561404,2.1052632,0,0,0,
S01006768,100,99.5305164,87.7934272,10.7981221,0,0,0,0,0,0,
S01006769,100,97.7099237,19.0839695,47.5826972,31.043257,2.2900763,2.2900763,0,0,0,
S01006770,100,99.6282528,24.1635688,74.7211896,1.4869888,0.3717472,0.3717472,0,0,0,
S01006771,100,100,52,46,2,0,0,0,0,0,
S01006772,100,84.6361186,19.6765499,61.9946092,2.425876,15.3638814,14.5552561,1.3477089,0,0,
S01006773,100,94.0828402,24.852071,59.1715976,10.0591716,5.9171598,5.6213018,0,0,0,
S01006774,100,100,45.2488688,52.0361991,2.7149321,0,0,0,0,0,
S01006775,100,61.1587983,10.944206,27.4678112,22.7467811,39.2703863,36.0515021,2.5751073,0,0.2145923,
S01006776,100,48.9864865,1.0135135,36.4864865,11.4864865,51.0135135,48.9864865,1.0135135,0,0,
S01006777,100,98.467433,29.1187739,65.1340996,3.4482759,1.532567,1.1494253,0,0.3831418,0,
S01006778,100,87.804878,12.195122,59.9303136,15.6794425,10.1045296,10.1045296,0,0,0.3484321,
S01006779,100,79.0697674,4.6511628,35.6589147,38.7596899,20.9302326,20.9302326,0,0,0,
S01006780,100,80.9734513,14.6017699,31.4159292,34.9557522,19.0265487,16.3716814,3.539823,0,0,
S01006781,100,97.7941176,7.7205882,73.5294118,16.5441176,2.2058824,2.2058824,0,0,0,
S01006782,100,72.4489796,30.1020408,31.8877551,10.4591837,27.5510204,26.2755102,1.2755102,0,0,
S01006783,100,87.0588235,7.8431373,64.3137255,12.5490196,13.7254902,12.9411765,1.1764706,0,0,
S01006784,100,69.6113074,14.1342756,48.0565371,7.4204947,30.3886926,28.2685512,1.7667845,0.3533569,0,
S01006785,100,92.1658986,47.4654378,43.3179724,1.3824885,6.9124424,7.3732719,0.4608295,0,0,
S01006786,100,86.3636364,38.1818182,41.8181818,6.3636364,13.6363636,13.6363636,0,0,0,
S01006787,100,97.8571429,30.7142857,39.6428571,27.8571429,2.1428571,2.5,0.3571429,0,0,
S01006788,100,80.3203661,29.0617849,29.9771167,21.2814645,18.8787185,17.2768879,1.3729977,0.228833,0.8009153,
S01006789,100,86.2542955,48.1099656,30.9278351,6.5292096,13.7457045,8.2474227,1.7182131,2.7491409,0,
S01006790,100,90.3508772,40.7894737,36.4035088,12.2807018,9.4298246,6.3596491,2.4122807,0.6578947,0.2192982,
S01006791,100,94.8096886,79.2387543,13.1487889,2.0761246,4.8442907,4.1522491,0.6920415,0,0.3460208,
S01006792,100,100.5319149,78.7234043,18.6170213,3.1914894,1.0638298,0.5319149,0,0,0.5319149,
S01006793,100,91.6955017,56.0553633,30.7958478,4.8442907,7.9584775,4.1522491,1.7301038,2.0761246,0.3460208,
S01006794,100,98.2332155,46.9964664,38.1625442,13.0742049,1.7667845,1.4134276,0,0,0,
S01006795,100,83.6795252,64.0949555,16.9139466,3.264095,16.3204748,13.0563798,2.6706231,0.5934718,0,
S01006796,100,97.6253298,77.0448549,19.2612137,1.3192612,2.1108179,1.3192612,0.7915567,0,0.2638522,
S01006797,100,96.3414634,80.4878049,11.7886179,4.0650407,2.0325203,0.8130081,0.8130081,0.8130081,1.2195122,
S01006798,100,96.5384615,85,9.6153846,1.5384615,2.6923077,1.1538462,0.7692308,0.3846154,0.7692308,
S01006799,100,87.1733967,35.1543943,46.3182898,5.7007126,12.8266033,8.7885986,3.3254157,1.1876485,0,
S01006800,100,96.7836257,84.502924,10.5263158,1.754386,0.877193,0,0.877193,0,1.4619883,
S01006801,100,95.5801105,72.0073665,20.441989,3.1307551,4.4198895,4.4198895,0.5524862,0,0,
S01006802,100,93.3333333,57.5757576,26.969697,8.7878788,6.3636364,6.0606061,0,0,0.3030303,
S01006803,100,90.1587302,25.0793651,50.4761905,15.2380952,11.1111111,9.8412698,0.952381,0.3174603,0,
S01006804,100,91.2337662,58.7662338,21.7532468,11.3636364,8.1168831,7.4675325,0,0,0,
S01006805,100,88.8646288,50.6550218,21.1790393,17.6855895,11.1353712,7.6419214,1.7467249,1.3100437,0,
S01006806,100,99.3644068,64.1949153,22.8813559,10.8050847,1.2711864,0.4237288,0.8474576,0.2118644,0,
S01006807,100,100,40.5904059,31.7343173,26.5682657,0,0,0,0,0,
S01006808,100,98.5239852,78.2287823,16.9741697,1.8450185,1.1070111,0,1.1070111,0,0.3690037,
S01006809,100,97.9487179,41.5384615,40.2564103,16.1538462,1.5384615,0.7692308,0.5128205,0.7692308,0.5128205,
S01006810,100,90.9774436,46.6165414,29.5739348,15.037594,9.273183,8.2706767,0.2506266,0.7518797,0,
S01006811,100,97.2972973,58.3333333,26.3513514,12.3873874,2.4774775,1.5765766,1.1261261,0.4504505,0.2252252,
S01006812,100,97.7272727,57.3863636,34.375,6.5340909,2.2727273,0.5681818,1.7045455,0,0,
S01006813,100,87.5338753,32.2493225,39.295393,15.7181572,11.3821138,7.8590786,4.3360434,0.2710027,0,
S01006814,100,97.3856209,80.3921569,15.0326797,1.9607843,2.6143791,1.9607843,0.6535948,0,0,
S01006815,100,68.1967213,23.6065574,24.9180328,18.3606557,31.8032787,31.147541,0.6557377,0,0,
S01006816,100,85.2233677,45.7044674,18.556701,20.9621993,15.8075601,10.652921,2.0618557,1.7182131,0,
S01006817,100,91.3432836,55.8208955,27.761194,7.4626866,7.761194,7.761194,0,0,0,
S01006818,100,98.7692308,69.8461538,24.6153846,3.3846154,0.9230769,0.3076923,0.3076923,0.3076923,0.3076923,
S01006819,100,94.5054945,60,20.4395604,13.8461538,4.1758242,3.5164835,0.6593407,0,0.6593407,
S01006820,100,95.5414013,37.2611465,34.3949045,25.477707,3.1847134,3.1847134,0,0,0,
S01006821,100,92.6928281,60.3518268,17.1853857,14.7496617,7.3071719,6.9012179,0.270636,0.135318,0.67659,
S01006822,100,98.8038278,82.2966507,10.7655502,5.0239234,1.4354067,0.4784689,0.7177033,0,0.4784689,
S01006823,100,75.8064516,46.4516129,15.8064516,11.6129032,23.8709677,22.9032258,1.2903226,0,0,
S01006824,100,55.7591623,3.9267016,20.6806283,31.1518325,43.1937173,43.7172775,0.5235602,0,0,
S01006825,100,97.2307692,16.3076923,51.3846154,29.5384615,2.7692308,1.2307692,0.3076923,0,0,
S01006826,100,93.8547486,52.2346369,22.6256983,18.9944134,6.1452514,5.5865922,0.2793296,0.5586592,0,
S01006827,100,74.5098039,10.0490196,33.3333333,30.3921569,25.4901961,20.8333333,3.9215686,0.7352941,0,
S01006828,100,51.8599562,10.5032823,22.97593,17.9431072,49.0153173,42.6695842,5.0328228,0.4376368,0,
S01006829,100,98.5815603,78.7234043,15.6028369,4.2553191,0,0,0,0,0,
S01006830,100,92.2829582,30.8681672,49.5176849,10.6109325,8.0385852,7.7170418,0.3215434,0.6430868,0,
S01006831,100,99.543379,40.1826484,42.9223744,16.4383562,0.456621,0.456621,0,0,0,
S01006832,100,71.7889908,35.0917431,28.8990826,9.4036697,27.293578,22.2477064,3.2110092,1.8348624,0,
S01006833,100,90.5759162,52.8795812,27.2251309,9.947644,9.4240838,5.7591623,3.6649215,0,0,
S01006834,100,98.7804878,72.5609756,18.902439,7.3170732,1.8292683,0.6097561,0.6097561,0,0,
S01006835,100,40.8247423,8.0412371,13.4020619,19.3814433,59.5876289,50.1030928,5.9793814,3.2989691,0,
S01006836,100,54.2735043,45.7264957,7.6923077,2.1367521,44.4444444,40.5982906,2.5641026,0.4273504,0,
S01006837,100,92.139738,43.6681223,37.9912664,9.1703057,8.2969432,6.5502183,0.4366812,0.4366812,0,
S01006838,100,97.6095618,49.4023904,45.8167331,2.3904382,2.3904382,3.187251,0.3984064,0,0,
S01006839,100,95.7178841,14.6095718,49.6221662,31.9899244,3.2745592,2.5188917,0.5037783,0.2518892,0,
S01006840,100,98.488665,74.8110831,21.1586902,2.5188917,1.0075567,1.0075567,0,0,0,
S01006841,100,98.7460815,56.4263323,36.9905956,5.3291536,0.3134796,0,0.9404389,0,0,
S01006842,100,97.704918,34.7540984,57.704918,4.5901639,1.9672131,1.6393443,0,0.3278689,0.6557377,
S01006843,100,97.4683544,46.5189873,46.5189873,4.4303797,2.5316456,1.8987342,0,0,0,
S01006844,100,77.2307692,29.5384615,43.3846154,4.3076923,22.7692308,22.7692308,0,0,0,
S01006845,100,92.1832884,46.0916442,42.3180593,3.7735849,7.8167116,7.5471698,0.2695418,0,0,
S01006846,100,91.322314,13.6363636,63.2231405,13.6363636,9.5041322,8.677686,0.8264463,0,0,
S01006847,100,95.5102041,43.6734694,48.9795918,3.2653061,4.0816327,4.0816327,0,0,0,
S01006848,100,91.337386,70.212766,17.325228,3.7993921,1.8237082,1.0638298,0.6079027,0.1519757,6.9908815,
S01006849,100,92.9216867,60.0903614,24.8493976,7.9819277,6.9277108,6.7771084,0.1506024,0,0.3012048,
S01006850,100,98.1081081,10.8108108,31.3513514,55.9459459,1.3513514,1.0810811,0,0,0.2702703,
S01006851,100,89.9109792,20.4747774,40.0593472,29.3768546,10.0890208,10.0890208,0,0,0,
S01006852,100,99.5652174,60.8695652,33.0434783,3.9130435,0,0,0,0,0,
S01006853,100,98.655914,81.9892473,14.2473118,2.1505376,0.5376344,0.8064516,0.2688172,0,0.2688172,
S01006854,100,99.2537313,59.2039801,34.3283582,5.721393,0.7462687,0.7462687,0,0,0,
S01006855,100,98.4848485,79.6969697,13.030303,5.7575758,1.2121212,0.3030303,0.6060606,0.3030303,0.6060606,
S01006856,100,97.6271186,71.1864407,22.0338983,4.4067797,2.3728814,1.0169492,1.6949153,0,0,
S01006857,100,96.5163934,72.9508197,17.0081967,5.7377049,2.8688525,1.0245902,0.8196721,0.4098361,0,
S01006858,100,99.6015936,86.4541833,9.9601594,3.187251,0,0,0,0,0.3984064,
S01006859,100,89.3719807,77.0531401,11.1111111,0.9661836,10.6280193,10.1449275,0.4830918,0,0,
S01006860,100,82.9059829,14.1025641,22.6495726,47.4358974,15.8119658,14.957265,0.8547009,0,0,
S01006861,100,98.9949749,77.3869347,21.1055276,0.5025126,0.5025126,0.5025126,0,0,0,
S01006862,100,85.5072464,35.3623188,41.4492754,8.4057971,13.9130435,11.884058,2.0289855,0.5797101,0,
S01006863,100,94.7712418,34.6405229,33.6601307,24.8366013,5.2287582,5.2287582,0,0,0,
S01006864,100,80.6338028,39.7887324,34.5070423,6.3380282,19.3661972,19.3661972,0,0,0,
S01006865,100,66.25,46.0416667,16.0416667,4.1666667,34.375,26.25,3.75,3.5416667,0.2083333,
S01006866,100,96.7889908,82.1100917,14.6788991,1.3761468,2.293578,1.8348624,0.4587156,0,0,
S01006867,100,90.5844156,67.8571429,17.8571429,2.5974026,11.3636364,9.4155844,1.9480519,0,0,
S01006868,100,95.8677686,35.261708,41.5977961,18.4573003,3.030303,1.6528926,1.9283747,0.2754821,0.5509642,
S01006869,100,96.6183575,62.8019324,23.6714976,10.1449275,3.3816425,0.9661836,3.3816425,0,0,
S01006870,100,93.5960591,59.1133005,29.0640394,3.9408867,6.4039409,5.91133,0,0.4926108,0,
S01006871,100,95.112782,66.5413534,24.0601504,4.5112782,4.887218,3.3834586,1.5037594,0,0,
S01006872,100,99.321267,88.9140271,6.3348416,3.6199095,1.1312217,0.678733,0.4524887,0,0,
S01006873,100,90.376569,66.5271967,14.4351464,9.4142259,9.623431,8.3682008,0.8368201,0.41841,0,
S01006874,100,98.7234043,86.8085106,10.6382979,0.8510638,1.2765957,0,1.7021277,0.4255319,0,
S01006875,100,93.7313433,48.0597015,39.1044776,6.5671642,6.8656716,5.0746269,1.1940299,0.5970149,0,
S01006876,100,96.6745843,69.8337292,21.1401425,6.4133017,3.3254157,1.9002375,1.4251781,0,0,
S01006877,100,99.7435897,90.5128205,6.6666667,1.7948718,0.5128205,0.2564103,0,0.2564103,0.5128205,
S01006878,100,94.2424242,62.1212121,22.4242424,10.6060606,5.1515152,4.8484848,0.3030303,0,0.6060606,
S01006879,100,98.4615385,85.5384615,11.3846154,0.6153846,1.2307692,0.3076923,1.2307692,0,0.3076923,
S01006880,100,99.3006993,84.965035,11.8881119,3.1468531,0.3496503,0.3496503,0,0,0,
S01006881,100,98.7341772,86.0759494,10.1265823,1.6877637,0.8438819,0,0.4219409,0,0.4219409,
S01006882,100,97.4358974,28.8461538,64.1025641,4.4871795,3.2051282,3.2051282,0,0,0,
S01006883,100,74.4292237,53.4246575,15.5251142,7.3059361,25.5707763,21.4611872,1.826484,0.913242,0,
S01006884,100,88.1818182,51.3636364,30,7.7272727,10.9090909,8.8636364,0.9090909,1.1363636,0,
S01006885,100,97.5929978,65.2078775,18.8183807,12.6914661,2.1881838,2.1881838,0,0,0,
S01006886,100,96.5517241,70.3448276,12.6436782,14.2528736,2.9885057,1.8390805,0.6896552,0.2298851,0.2298851,
S01006887,100,88.9655172,65.1724138,14.137931,9.3103448,11.0344828,11.0344828,0,0,0,
S01006888,100,96.969697,73.8292011,17.630854,5.2341598,2.7548209,1.3774105,1.1019284,0.2754821,0.2754821,
S01006889,100,97.4063401,17.2910663,45.5331412,34.870317,1.7291066,1.1527378,0,0.2881844,0,
S01006890,100,88.8461538,55.3846154,25.3846154,8.0769231,12.3076923,11.1538462,0.7692308,0.3846154,0,
S01006891,100,82.718894,39.8617512,26.2672811,17.5115207,17.281106,12.9032258,3.9170507,0.4608295,0,
S01006892,100,97.8571429,15.7142857,67.1428571,13.5714286,1.4285714,1.4285714,0.7142857,0,0,
S01006893,100,99.4949495,27.7777778,32.8282828,34.8484848,1.010101,1.010101,0,0,0,
S01006894,100,81.2765957,21.7021277,56.1702128,3.4042553,18.7234043,18.9361702,0.212766,0,0,
S01006895,100,45.4248366,5.2287582,24.1830065,16.0130719,55.5555556,53.9215686,0.6535948,0,0,
S01006896,100,68.1462141,25.3263708,32.6370757,9.921671,32.8981723,30.2872063,1.8276762,0.2610966,0,
S01006897,100,86.5771812,27.852349,34.8993289,23.8255034,13.7583893,10.4026846,3.0201342,0,0,
S01006898,100,83.1932773,32.7731092,46.2184874,3.3613445,16.8067227,16.8067227,0,0,0,
S01006899,100,97.0833333,47.9166667,48.75,0.4166667,2.9166667,2.5,0.4166667,0,0,
S01006900,100,100,47.0588235,40.7239819,9.0497738,1.3574661,0.4524887,0.4524887,0,0,
S01006901,100,76.8953069,12.9963899,48.7364621,15.8844765,24.1877256,22.3826715,0,0.3610108,0,
S01006902,100,73.0639731,22.8956229,47.1380471,3.030303,27.9461279,27.2727273,0.6734007,0,0,
S01006903,100,71.4646465,14.6464646,36.8686869,18.9393939,28.5353535,27.020202,1.5151515,0,0,
S01006904,100,53.0546624,19.6141479,16.7202572,16.7202572,46.9453376,44.0514469,1.607717,0.6430868,0,
S01006905,100,81.2048193,35.4216867,38.7951807,6.9879518,18.7951807,15.6626506,1.9277108,1.2048193,0,
S01006906,100,65.9038902,6.1784897,27.0022883,32.7231121,34.0961098,32.7231121,0.4576659,0.9153318,0,
S01006907,100,37.4100719,17.9856115,9.1127098,10.5515588,62.5899281,55.6354916,3.117506,3.8369305,0,
S01006908,100,48.045977,17.0114943,17.7011494,13.3333333,51.954023,46.6666667,3.4482759,1.8390805,0,
S01006909,100,91.9739696,71.5835141,16.9197397,3.4707158,7.8091106,8.0260304,0.2169197,0,0,
S01006910,100,92.2352941,65.1764706,21.4117647,6.1176471,5.1764706,4.2352941,0.4705882,0,4,
S01006911,100,96.8503937,83.4645669,9.8425197,5.1181102,1.5748031,1.5748031,0,0,0,
S01006912,100,95.3678474,72.7520436,18.5286104,4.0871935,4.359673,2.7247956,1.6348774,0,0.2724796,
S01006913,100,91.8085106,58.2978723,22.3404255,11.1702128,7.9787234,7.7659574,0.106383,0,0.212766,
S01006914,100,98.5765125,75.8007117,18.1494662,4.6263345,0.7117438,0.7117438,0,0,0.7117438,
S01006915,100,99.4134897,76.8328446,18.4750733,2.0527859,1.4662757,1.1730205,0.2932551,0,0,
S01006916,100,82.3529412,50,32.3529412,1.4705882,15.1960784,15.1960784,0,0,0.9803922,
S01006917,100,98.7654321,87.962963,9.2592593,1.2345679,0.9259259,0.9259259,0,0,0.308642,
S01006918,100,94.1489362,62.2340426,28.1914894,3.7234043,5.8510638,3.7234043,0.5319149,1.0638298,0,
S01006919,100,90,48,24,18,10,8.5,1,0.5,0,
S01006920,100,61.8257261,35.6846473,20.3319502,7.0539419,38.1742739,34.0248963,2.4896266,1.659751,0,
S01006921,100,99.6350365,78.4671533,20.8029197,0.3649635,0.3649635,0.3649635,0,0,0,
S01006922,100,95.1672862,77.6951673,13.7546468,4.4609665,0.7434944,0.7434944,0,0,4.0892193,
S01006923,100,84.3501326,59.1511936,14.5888594,9.8143236,14.3236074,12.9973475,1.3262599,0,2.3872679,
S01006924,100,98.2378855,77.5330396,16.7400881,3.0837004,0,0,0,0,0.8810573,
S01006925,100,87,48,37,2,11.5,10.5,0,0,0,
S01006926,100,100,72.0306513,26.4367816,0.7662835,0,0,0,0,0,
S01006927,100,94.0379404,77.5067751,14.6341463,2.1680217,5.9620596,5.6910569,0.2710027,0,0,
S01006928,100,93.7915743,50.7760532,31.9290466,11.0864745,5.9866962,4.2128603,1.7738359,0,0.2217295,
S01006929,100,100,94.8096886,4.4982699,0,0,0,0,0,0,
S01006930,100,96.6759003,74.2382271,20.498615,0.8310249,3.3240997,3.3240997,0,0,0,
S01006931,100,100,77.027027,13.5135135,6.7567568,2.027027,1.3513514,0.6756757,0,0.6756757,
S01006932,100,88.1548975,63.3257403,17.0842825,5.9225513,10.9339408,10.7061503,0.2277904,0,0,
S01006933,100,99.0909091,27.7272727,70.9090909,0,0.9090909,0.9090909,0,0,0,
S01006934,100,96.0176991,53.0973451,27.6548673,14.380531,3.9823009,2.8761062,0.6637168,0.4424779,0,
S01006935,100,88.9250814,26.3843648,57.3289902,4.5602606,11.0749186,10.7491857,0,0.6514658,0,
S01006936,100,84.981685,8.0586081,69.96337,7.6923077,13.5531136,13.9194139,1.4652015,0,0,
S01006937,100,79.7653959,35.1906158,26.0997067,18.4750733,20.2346041,19.3548387,0.8797654,0,0,
S01006938,100,74.137931,9.4827586,56.0344828,8.6206897,25.862069,24.137931,0.4310345,0,0,
S01006939,100,98.7394958,55.4621849,41.1764706,2.1008403,1.2605042,0.8403361,0.4201681,0,0,
S01006940,100,84.4387755,58.6734694,22.1938776,3.5714286,15.3061224,15.0510204,0.255102,0.255102,0,
S01006941,100,95.8506224,23.6514523,34.8547718,37.3443983,0.4149378,0.4149378,0,0,3.7344398,
S01006942,100,94.6666667,47.7333333,44.5333333,2.1333333,5.6,5.6,0,0,0,
S01006943,100,99.047619,92.8571429,6.6666667,1.4285714,0.952381,0.952381,0,0,0,
S01006944,100,76.0273973,57.5342466,17.8082192,0.456621,23.5159817,23.0593607,0.456621,0.456621,0,
S01006945,100,86.5671642,65.1741294,20.8955224,1.9900498,13.4328358,13.4328358,0,0,0,
S01006946,100,85.7142857,55,27.8571429,2.8571429,14.2857143,13.5714286,0.7142857,0,0,
S01006947,100,93.8906752,49.8392283,41.8006431,1.9292605,6.1093248,5.1446945,0.9646302,0,0,
S01006948,100,94.3589744,49.2307692,32.5641026,11.5384615,6.1538462,5.1282051,0.7692308,0.5128205,0.2564103,
S01006949,100,98.540146,78.1021898,16.4233577,4.0145985,0,0,0,0,1.459854,
S01006950,100,86.9281046,49.3464052,33.9869281,4.5751634,13.0718954,11.7647059,1.3071895,0,0,
S01006951,100,99.0147783,27.5862069,67.9802956,1.9704433,1.9704433,1.4778325,0.9852217,0,0.4926108,
S01006952,100,98.4334204,87.4673629,9.921671,1.0443864,0,0,0,0,1.0443864,
S01006953,100,95.4098361,75.0819672,10.4918033,9.8360656,4.5901639,4.5901639,0,0,0,
S01006954,100,95.9459459,48.9189189,40.8108108,6.2162162,4.0540541,3.7837838,0.2702703,0,0,
S01006955,100,74.3295019,5.3639847,52.1072797,16.8582375,25.6704981,25.2873563,0.7662835,0,0,
S01006956,100,98.7309645,49.2385787,36.8020305,11.928934,0.7614213,1.0152284,0,0,0,
S01006957,100,96.2686567,77.1144279,15.1741294,3.4825871,3.4825871,1.7412935,1.7412935,0,0.2487562,
S01006958,100,82.6215022,45.3608247,25.9204713,11.3402062,17.2312224,15.4639175,1.1782032,0.5891016,0,
S01006959,100,52.892562,18.1818182,30.5785124,4.4077135,47.107438,38.0165289,6.3360882,1.3774105,0,
S01006960,100,95.398773,82.8220859,10.1226994,2.4539877,4.601227,4.2944785,0,0.3067485,0,
S01006961,100,97.5308642,81.7901235,12.345679,3.0864198,2.7777778,2.7777778,0,0,0,
S01006962,100,86.4285714,29.2857143,56.6666667,0.4761905,13.3333333,13.3333333,0,0,0.2380952,
S01006963,100,87.0175439,52.9824561,31.2280702,1.754386,14.0350877,11.9298246,0.7017544,0,0,
S01006964,100,56.6473988,24.566474,24.2774566,7.8034682,43.6416185,42.4855491,0.867052,0,0,
S01006965,100,79.6296296,48.6111111,27.7777778,3.2407407,20.3703704,19.9074074,0.462963,0,0,
S01006966,100,99.5918367,11.0204082,68.5714286,18.7755102,0.4081633,0.4081633,0,0,0,
S01006967,100,95.8015267,21.7557252,71.3740458,2.6717557,3.0534351,3.8167939,0.3816794,0,0,
S01006968,100,98.9417989,13.7566138,84.1269841,1.0582011,1.0582011,1.0582011,0,0,0,
